shop_id,median_l2w,sum_l2w,max_l2w,var_l2w,min_l2w,mean_l2w
552,119.0,1667,169,766.071428571,85,119.071428571
553,271.0,3561,373,4624.86263736,132,254.357142857
554,79.0,1232,143,791.076923077,58,88.0
555,118.5,1581,158,998.686813187,61,112.928571429
556,51.5,710,68,105.758241758,36,50.7142857143
557,263.0,3834,356,1794.28571429,218,273.857142857
558,111.0,1521,135,363.785714286,80,108.642857143
559,217.0,2090,258,10259.4505495,16,149.285714286
560,179.0,2617,338,3208.68681319,130,186.928571429
561,79.5,703,111,1525.78888889,3,70.3
562,58.5,636,80,888.571428571,4,45.4285714286
563,45.5,671,70,120.994505495,33,47.9285714286
564,237.0,3548,360,4772.41758242,164,253.428571429
565,262.5,3645,327,1949.93956044,168,260.357142857
566,74.5,1103,107,174.642857143,63,78.7857142857
567,61.5,827,82,269.60989011,29,59.0714285714
568,148.5,2129,222,1752.99450549,96,152.071428571
569,170.0,2169,225,3284.37912088,57,154.928571429
570,156.5,2372,230,1487.18681319,116,169.428571429
571,142.0,1820,193,2535.84615385,58,130.0
572,366.5,5268,481,1760.68131868,335,376.285714286
573,51.5,710,68,141.912087912,29,50.7142857143
574,57.0,762,65,72.8791208791,40,54.4285714286
575,150.5,2080,213,1095.95604396,105,148.571428571
576,78.0,1170,123,514.879120879,56,83.5714285714
577,571.5,8397,767,8012.48901099,475,599.785714286
578,129.0,1731,172,655.93956044,84,123.642857143
579,111.0,1772,195,903.956043956,98,126.571428571
580,644.0,9018,893,12458.5934066,513,644.142857143
581,74.0,1091,125,477.60989011,51,77.9285714286
582,55.0,964,127,914.593406593,34,68.8571428571
583,51.5,822,114,712.681318681,32,58.7142857143
584,93.0,1405,147,468.401098901,75,100.357142857
585,78.5,1098,104,291.186813187,51,78.4285714286
586,87.0,1164,106,316.901098901,35,83.1428571429
587,120.5,1781,181,498.796703297,99,127.214285714
588,53.0,743,77,161.148351648,33,53.0714285714
589,50.0,681,57,45.6318681319,36,48.6428571429
590,116.5,1578,144,313.142857143,84,112.714285714
591,53.5,758,100,213.978021978,35,54.1428571429
592,362.5,4946,423,2362.37362637,281,353.285714286
593,166.0,2744,294,3683.53846154,130,196.0
594,64.0,1210,158,2255.03296703,35,86.4285714286
595,342.0,3479,465,12000.0181818,128,316.272727273
596,41.0,597,58,83.1703296703,31,42.6428571429
597,68.5,978,91,106.747252747,58,69.8571428571
598,79.0,1076,101,198.593406593,55,76.8571428571
599,54.0,787,75,79.1043956044,46,56.2142857143
600,227.5,3197,287,1429.01648352,174,228.357142857
601,102.0,1450,137,306.10989011,75,103.571428571
602,71.5,1056,96,133.340659341,60,75.4285714286
603,81.0,1078,114,308.307692308,51,77.0
604,88.5,1464,169,2434.57142857,27,104.571428571
605,69.0,957,89,134.554945055,49,68.3571428571
606,125.5,1811,206,710.093406593,95,129.357142857
607,89.0,1293,120,197.93956044,72,92.3571428571
608,275.5,3911,322,687.631868132,241,279.357142857
609,86.0,1245,126,236.532967033,71,88.9285714286
610,83.5,1217,115,323.917582418,62,86.9285714286
611,135.5,1954,202,601.494505495,104,139.571428571
612,92.5,1339,152,509.631868132,69,95.6428571429
613,186.0,2789,326,2118.02747253,156,199.214285714
614,177.0,2429,194,191.038461538,145,173.5
615,141.5,2032,193,551.362637363,110,145.142857143
616,89.0,1276,117,196.43956044,74,91.1428571429
617,81.0,985,123,782.628787879,32,82.0833333333
618,169.0,2265,235,1693.71978022,106,161.785714286
619,71.5,997,112,612.950549451,24,71.2142857143
620,155.0,2139,194,1161.87362637,94,152.785714286
621,126.0,1819,164,603.60989011,79,129.928571429
622,53.0,829,104,385.412087912,35,59.2142857143
623,93.5,1334,127,298.373626374,62,95.2857142857
624,152.5,2160,204,703.758241758,107,154.285714286
625,103.0,1434,125,223.494505495,81,102.428571429
626,101.0,1382,120,224.835164835,68,98.7142857143
627,205.5,3044,354,5766.10989011,115,217.428571429
628,169.5,2860,320,3992.68131868,140,204.285714286
629,127.0,2037,206,1105.19230769,115,145.5
630,115.0,1954,226,2097.8021978,71,139.571428571
631,166.5,2313,195,459.873626374,130,165.214285714
632,31.0,306,85,845.25,1,34.0
633,53.5,793,86,128.708791209,41,56.6428571429
634,81.5,1127,111,212.269230769,60,80.5
635,59.5,831,77,166.247252747,40,59.3571428571
636,87.5,1198,106,255.032967033,51,85.5714285714
637,219.0,2860,264,1590.21978022,120,204.285714286
638,282.0,3809,338,1776.37912088,182,272.071428571
639,96.0,1436,162,806.571428571,67,102.571428571
640,143.0,2029,180,313.917582418,118,144.928571429
641,60.5,893,84,102.335164835,47,63.7857142857
642,141.0,2008,190,355.340659341,113,143.428571429
643,96.0,1376,115,124.989010989,77,98.2857142857
644,46.0,765,95,454.247252747,29,54.6428571429
645,109.5,1499,128,273.763736264,77,107.071428571
646,98.0,1234,142,1104.28571429,40,88.1428571429
647,147.5,2133,236,1625.47802198,101,152.357142857
648,80.0,1107,103,252.532967033,50,79.0714285714
649,145.5,1708,183,2239.23076923,60,122.0
650,568.5,8253,776,9260.42307692,478,589.5
651,277.5,2894,310,4429.42424242,117,241.166666667
652,182.5,2641,291,2633.78571429,123,188.642857143
653,107.0,1487,123,136.796703297,86,106.214285714
654,105.5,1592,163,802.21978022,61,113.714285714
655,61.0,877,88,126.401098901,47,62.6428571429
656,189.0,2180,275,3641.15151515,61,181.666666667
657,58.0,866,91,234.593406593,37,61.8571428571
658,184.0,2540,244,1828.57142857,106,181.428571429
660,71.5,1005,92,170.335164835,51,71.7857142857
661,94.0,1362,147,500.373626374,70,97.2857142857
662,89.0,1122,119,1066.74725275,26,80.1428571429
663,89.0,1234,111,255.67032967,60,88.1428571429
664,66.0,946,96,238.571428571,45,67.5714285714
665,100.0,1508,187,1550.37362637,64,107.714285714
666,63.0,867,87,376.532967033,22,61.9285714286
667,262.5,3797,327,1329.25824176,224,271.214285714
668,169.5,3413,518,17646.0274725,137,243.785714286
669,87.5,1278,119,252.21978022,74,91.2857142857
670,144.5,2145,231,1001.71978022,117,153.214285714
671,220.5,3140,310,1660.68131868,174,224.285714286
672,105.0,1607,162,874.181318681,70,114.785714286
673,80.5,1122,100,134.285714286,58,80.1428571429
674,188.0,2084,231,4952.59340659,36,148.857142857
675,68.0,966,82,92.9230769231,55,69.0
676,135.0,2030,265,1424.46153846,117,145.0
677,105.5,1407,123,260.884615385,62,100.5
678,81.0,1131,134,490.489010989,50,80.7857142857
679,560.0,8332,808,13753.5164835,468,595.142857143
680,51.5,647,70,290.642857143,12,46.2142857143
681,84.5,1192,103,174.131868132,65,85.1428571429
682,74.0,1126,129,575.340659341,55,80.4285714286
683,53.5,822,122,524.989010989,33,58.7142857143
684,69.0,971,87,81.478021978,57,69.3571428571
685,239.0,3400,363,1894.9010989,196,242.857142857
686,137.5,1946,175,433.846153846,94,139.0
687,79.0,1127,106,304.115384615,57,80.5
688,89.0,1355,127,211.565934066,79,96.7857142857
689,70.0,983,88,127.412087912,45,70.2142857143
690,113.0,1613,175,638.489010989,76,115.214285714
691,191.0,2804,307,2115.91208791,143,200.285714286
692,100.0,1619,177,1111.32417582,79,115.642857143
693,69.5,932,90,266.263736264,33,66.5714285714
694,133.0,1590,158,1624.10989011,53,113.571428571
695,160.5,2447,289,3101.71978022,104,174.785714286
696,72.0,1010,108,189.824175824,54,72.1428571429
697,100.5,1148,133,1610.30769231,1,82.0
698,60.0,856,87,162.43956044,36,61.1428571429
699,71.0,945,88,251.653846154,36,67.5
701,84.5,1115,107,735.93956044,2,79.6428571429
702,108.0,1549,171,755.016483516,73,110.642857143
703,48.0,717,89,494.796703297,21,51.2142857143
704,84.0,1024,102,637.978021978,31,73.1428571429
705,61.0,1172,146,2103.75824176,28,83.7142857143
706,60.5,911,90,182.686813187,47,65.0714285714
707,77.0,1081,98,165.412087912,47,77.2142857143
708,91.0,1287,142,615.60989011,56,91.9285714286
709,65.0,883,76,89.3021978022,41,63.0714285714
710,75.5,1038,94,126.593406593,50,74.1428571429
711,105.0,1376,142,691.450549451,62,98.2857142857
712,89.5,1261,146,752.071428571,51,90.0714285714
713,200.5,3060,272,1244.41758242,171,218.571428571
714,143.5,2228,231,1669.05494505,103,159.142857143
715,231.0,3448,345,2123.75824176,176,246.285714286
716,110.0,1401,130,894.379120879,37,100.071428571
717,119.0,1592,163,931.142857143,70,113.714285714
718,75.5,1090,125,335.824175824,54,77.8571428571
719,129.5,1876,171,409.692307692,102,134.0
720,145.5,1990,188,616.43956044,89,142.142857143
721,117.5,2062,311,6818.52747253,49,147.285714286
722,128.0,854,142,2439.64285714,17,106.75
723,194.0,2822,271,1981.49450549,148,201.571428571
724,36.5,542,52,81.7582417582,26,38.7142857143
725,120.5,1702,142,227.648351648,98,121.571428571
726,54.0,765,80,129.324175824,36,54.6428571429
727,74.0,1043,131,881.346153846,27,74.5
728,418.0,5830,464,812.879120879,354,416.428571429
729,256.0,3759,351,1099.34615385,233,268.5
730,266.5,3830,352,2354.41758242,198,273.571428571
731,1522.0,18800,1771,146052.901099,703,1342.85714286
732,142.5,2011,231,2871.01648352,72,143.642857143
733,92.5,1310,133,713.340659341,51,93.5714285714
734,141.0,2187,245,2036.7967033,110,156.214285714
735,58.0,825,82,117.763736264,39,58.9285714286
736,95.5,1424,146,360.835164835,83,101.714285714
737,361.5,4917,428,2272.02747253,266,351.214285714
738,153.0,2243,225,1331.56593407,119,160.214285714
739,93.0,1304,134,286.593406593,69,93.1428571429
740,107.0,1741,288,3549.63186813,69,124.357142857
741,95.5,1304,127,646.593406593,29,93.1428571429
742,68.5,2734,598,52840.6813187,27,195.285714286
743,94.5,1044,123,1675.49450549,19,74.5714285714
744,92.5,1672,219,3138.57142857,62,119.428571429
745,45.5,412,83,394.0,28,51.5
746,73.0,965,94,207.763736264,42,68.9285714286
747,404.5,6023,572,4620.48901099,355,430.214285714
748,133.0,1875,173,597.763736264,103,133.928571429
749,34.5,725,106,834.950549451,22,51.7857142857
750,125.0,1795,181,1285.71978022,64,128.214285714
751,80.5,893,118,975.537878788,1,74.4166666667
752,123.5,1400,185,3046.76923077,14,100.0
753,65.0,884,79,87.978021978,46,63.1428571429
754,135.0,1815,196,1370.86263736,67,129.642857143
755,115.5,1839,225,1838.55494505,79,131.357142857
756,149.0,2048,173,528.835164835,111,146.285714286
757,145.5,2291,214,1076.70879121,124,163.642857143
758,62.0,696,75,787.296703297,1,49.7142857143
759,131.5,1663,159,1123.71978022,62,118.785714286
760,115.0,1681,185,958.994505495,77,120.071428571
761,96.5,1325,106,78.7087912088,77,94.6428571429
762,140.5,1920,256,1808.59340659,74,137.142857143
763,105.0,1503,152,512.708791209,68,107.357142857
764,73.0,1072,114,337.648351648,54,76.5714285714
765,100.5,1342,139,855.208791209,54,95.8571428571
766,54.0,800,83,143.67032967,36,57.1428571429
767,64.0,900,78,98.5274725275,45,64.2857142857
768,66.5,939,118,856.994505495,29,67.0714285714
769,163.0,2358,273,4593.03296703,76,168.428571429
770,53.0,764,71,100.10989011,37,54.5714285714
771,94.0,1400,146,546.769230769,68,100.0
772,149.0,2129,183,458.379120879,114,152.071428571
773,150.5,2386,261,2213.95604396,115,170.428571429
774,197.0,2881,292,2004.48901099,154,205.785714286
775,324.5,4330,382,2439.45054945,208,309.285714286
776,218.5,3501,385,3389.45604396,189,250.071428571
777,198.5,2291,226,4038.4010989,59,163.642857143
778,103.5,1301,146,1762.68681319,9,92.9285714286
779,221.0,2786,263,2909.38461538,90,199.0
780,111.5,1554,130,114.307692308,89,111.0
781,190.5,2838,297,2460.06593407,151,202.714285714
782,43.5,620,71,215.912087912,23,44.2857142857
783,100.0,1344,123,306.307692308,63,96.0
784,58.5,844,75,49.6043956044,51,60.2857142857
785,69.5,1041,134,394.554945055,54,74.3571428571
786,56.0,855,126,559.148351648,38,61.0714285714
787,101.5,1443,142,492.840659341,69,103.071428571
788,337.5,3861,384,9609.1043956,109,275.785714286
789,166.5,1927,216,4155.93956044,52,137.642857143
790,52.0,772,74,128.901098901,39,55.1428571429
791,77.5,1106,99,175.846153846,55,79.0
792,180.5,2496,261,2690.83516484,104,178.285714286
793,49.5,843,123,549.71978022,35,60.2142857143
794,161.0,1832,206,701.672727273,130,166.545454545
795,98.0,1329,133,713.917582418,48,94.9285714286
796,67.0,1024,134,1301.20879121,17,73.1428571429
797,94.5,1396,136,526.681318681,66,99.7142857143
798,92.5,1035,124,1628.68681319,22,73.9285714286
799,98.5,1524,173,837.824175824,73,108.857142857
800,212.5,2972,284,2143.75824176,155,212.285714286
801,84.5,1222,133,579.604395604,45,87.2857142857
802,74.5,1042,121,617.648351648,37,74.4285714286
803,198.5,2159,245,7493.41208791,31,154.214285714
804,103.0,1519,141,272.576923077,81,108.5
805,176.5,2213,240,3084.37912088,82,158.071428571
806,481.5,7581,876,23147.3461538,418,541.5
807,63.5,932,95,219.802197802,51,66.5714285714
808,304.0,4761,660,25058.9945055,169,340.071428571
809,58.0,814,76,124.131868132,40,58.1428571429
811,53.0,787,81,162.950549451,38,56.2142857143
812,156.0,1652,198,4167.84615385,31,118.0
813,69.5,987,98,169.192307692,51,70.5
814,207.0,2937,254,467.412087912,166,209.785714286
815,49.5,791,119,419.653846154,39,56.5
816,296.0,4249,414,2303.80769231,230,303.5
817,124.5,1754,173,393.296703297,92,125.285714286
818,61.5,906,106,464.989010989,41,64.7142857143
819,62.0,664,79,712.879120879,13,47.4285714286
820,225.0,3105,277,867.104395604,175,221.785714286
821,187.0,2802,286,1692.28571429,149,200.142857143
822,70.5,1060,129,384.527472527,47,75.7142857143
823,101.0,1452,128,186.21978022,80,103.714285714
824,96.5,1378,129,436.10989011,50,98.4285714286
825,526.0,7503,644,5595.60989011,382,535.928571429
826,89.0,1199,116,542.862637363,44,85.6428571429
827,56.5,726,79,399.978021978,23,51.8571428571
828,54.5,732,67,100.681318681,34,52.2857142857
829,391.5,5474,529,4468.46153846,303,391.0
830,95.5,1337,127,191.807692308,77,95.5
831,224.5,3139,277,965.873626374,154,224.214285714
832,67.5,939,81,60.532967033,52,67.0714285714
833,51.5,752,87,122.989010989,44,53.7142857143
834,89.0,1339,148,880.708791209,55,95.6428571429
835,102.5,1448,132,251.186813187,80,103.428571429
836,106.0,1547,173,831.346153846,69,110.5
837,74.5,1037,106,362.532967033,41,74.0714285714
838,132.0,1834,155,242.615384615,103,131.0
839,83.5,1248,126,362.901098901,66,89.1428571429
840,188.5,2735,287,4555.01648352,100,195.357142857
841,45.5,679,65,117.038461538,27,48.5
842,42.0,660,94,377.208791209,27,47.1428571429
843,64.5,927,80,92.7967032967,54,66.2142857143
844,74.5,1151,141,544.335164835,58,82.2142857143
845,67.0,952,101,249.384615385,45,68.0
846,63.5,877,90,133.631868132,45,62.6428571429
847,81.0,1499,197,2430.07142857,59,107.071428571
848,128.0,1437,146,1590.70879121,45,102.642857143
849,76.0,1169,128,394.269230769,62,83.5
850,207.5,3409,456,12537.9615385,130,243.5
851,75.0,1065,118,343.302197802,48,76.0714285714
852,108.5,1607,198,1932.02747253,64,114.785714286
853,84.0,1502,177,1749.91208791,66,107.285714286
854,506.0,7377,649,4459.45604396,437,526.928571429
855,42.5,608,71,140.571428571,25,43.4285714286
856,48.0,734,74,247.032967033,30,52.4285714286
857,57.5,888,106,421.032967033,40,63.4285714286
858,95.0,1207,126,791.104395604,46,86.2142857143
859,97.5,1398,159,565.516483516,53,99.8571428571
860,557.0,8436,828,8873.49450549,499,602.571428571
861,114.5,1547,137,319.653846154,73,110.5
862,169.5,2463,231,688.994505495,142,175.928571429
863,57.5,801,77,266.950549451,22,57.2142857143
864,618.0,7981,754,21489.456044,333,570.071428571
865,253.5,3784,399,3863.45054945,193,270.285714286
866,314.0,2944,372,22152.0659341,23,210.285714286
867,122.0,1586,151,972.989010989,52,113.285714286
868,234.5,3033,287,3710.55494505,104,216.642857143
869,317.5,4742,473,5748.37362637,259,338.714285714
870,231.0,3223,275,592.181318681,193,230.214285714
871,82.0,1226,147,777.186813187,44,87.5714285714
872,174.5,2285,342,12090.9505495,21,163.214285714
873,148.0,1930,210,1590.9010989,72,137.857142857
874,204.5,2612,279,4706.87912088,75,186.571428571
875,83.5,1100,113,667.032967033,42,78.5714285714
876,223.5,2939,323,6892.37912088,71,209.928571429
877,191.5,2698,234,574.989010989,157,192.714285714
878,60.0,793,82,171.631868132,25,56.6428571429
879,73.0,1052,115,566.43956044,39,75.1428571429
880,77.0,1020,112,423.978021978,32,72.8571428571
881,116.5,1600,145,323.142857143,87,114.285714286
882,103.0,1381,129,415.17032967,54,98.6428571429
883,88.5,1195,108,241.17032967,53,85.3571428571
884,168.0,2184,189,577.076923077,121,156.0
885,116.0,1785,188,1137.96153846,79,127.5
886,66.5,975,94,218.862637363,51,69.6428571429
887,59.0,1177,193,2487.76373626,29,84.0714285714
888,71.5,948,105,539.758241758,36,67.7142857143
889,133.0,1951,199,627.324175824,99,139.357142857
890,45.0,654,69,186.065934066,30,46.7142857143
891,584.5,8731,1006,30179.3241758,428,623.642857143
892,192.5,2618,240,907.384615385,123,187.0
893,59.5,930,97,313.802197802,46,66.4285714286
894,102.0,1486,137,605.208791209,65,106.142857143
895,164.0,1989,191,1751.45604396,83,142.071428571
896,94.0,1295,114,138.269230769,75,92.5
897,335.0,5016,601,12475.9120879,235,358.285714286
898,110.5,1531,138,629.324175824,60,109.357142857
899,117.0,2060,401,6235.20879121,95,147.142857143
900,654.0,10371,1037,45510.489011,484,740.785714286
901,114.5,1677,170,707.565934066,87,119.785714286
902,72.5,895,87,404.071428571,29,63.9285714286
903,54.5,688,81,327.208791209,21,49.1428571429
904,72.0,1182,135,1117.34065934,37,84.4285714286
905,82.0,1226,139,343.802197802,61,87.5714285714
906,102.0,1400,137,363.692307692,69,100.0
907,87.0,1271,117,304.027472527,63,90.7857142857
908,84.0,1189,108,198.532967033,58,84.9285714286
909,127.5,1835,181,505.60989011,103,131.071428571
910,251.5,3569,342,1270.68681319,207,254.928571429
911,71.0,968,89,161.978021978,49,69.1428571429
912,100.5,1454,150,731.362637363,56,103.857142857
913,100.5,1560,225,3132.41758242,51,111.428571429
914,55.0,800,84,123.824175824,40,57.1428571429
915,112.5,1544,125,127.450549451,86,110.285714286
916,273.0,3805,334,960.642857143,228,271.785714286
917,66.0,948,92,231.450549451,38,67.7142857143
918,78.5,1090,105,220.43956044,60,77.8571428571
919,58.0,808,93,294.065934066,35,57.7142857143
920,62.0,986,120,842.417582418,32,70.4285714286
921,119.0,1621,162,1097.56593407,52,115.785714286
922,78.5,1137,115,273.71978022,62,81.2142857143
923,98.0,1587,184,1036.4010989,76,113.357142857
924,131.5,1595,163,1549.60989011,47,113.928571429
925,84.0,918,136,2460.58974359,9,70.6153846154
926,84.5,1205,118,178.071428571,67,86.0714285714
927,72.0,1088,120,529.912087912,45,77.7142857143
928,106.5,1562,141,213.648351648,90,111.571428571
929,59.0,801,77,246.181318681,32,57.2142857143
930,70.0,812,91,549.515151515,3,67.6666666667
931,141.5,1925,184,1669.03846154,54,137.5
932,56.0,804,80,95.032967033,45,57.4285714286
933,86.5,1201,122,430.335164835,48,85.7857142857
934,714.0,10299,867,4135.78571429,670,735.642857143
935,113.5,1552,154,676.901098901,72,110.857142857
936,47.5,814,100,744.43956044,25,58.1428571429
937,110.5,1765,208,2381.45604396,71,126.071428571
938,88.5,1243,103,132.335164835,62,88.7857142857
939,112.0,1407,146,1415.34615385,42,100.5
940,111.0,1518,125,186.10989011,70,108.428571429
941,52.0,744,84,159.978021978,36,53.1428571429
942,61.0,867,93,221.763736264,43,61.9285714286
943,73.0,1183,129,785.961538462,50,84.5
944,48.5,732,74,212.065934066,33,52.2857142857
945,60.5,883,91,198.840659341,34,63.0714285714
946,119.0,1724,157,355.824175824,95,123.142857143
947,70.0,950,93,174.901098901,44,67.8571428571
948,91.0,1197,105,266.884615385,51,85.5
949,68.0,982,95,125.208791209,52,70.1428571429
950,149.5,2074,165,161.978021978,127,148.142857143
951,206.0,3156,315,2828.26373626,155,225.428571429
952,78.0,1156,116,302.725274725,52,82.5714285714
953,162.0,2323,231,518.071428571,141,165.928571429
954,96.5,1162,122,286.151515152,70,96.8333333333
955,100.0,1564,184,968.21978022,85,111.714285714
956,42.0,613,69,212.796703297,22,43.7857142857
957,193.0,2909,282,2387.71978022,150,207.785714286
958,159.0,1561,218,4493.09090909,1,141.909090909
959,218.5,3136,295,953.846153846,186,224.0
960,83.5,1118,106,430.593406593,41,79.8571428571
961,267.0,3637,334,2612.95054945,176,259.785714286
962,111.5,1571,140,305.873626374,72,112.214285714
963,72.0,909,96,584.532967033,31,64.9285714286
964,144.5,2420,305,4687.51648352,79,172.857142857
965,80.0,1110,106,179.604395604,58,79.2857142857
966,100.5,1408,124,241.340659341,74,100.571428571
967,74.5,1064,97,179.538461538,57,76.0
968,125.5,1682,156,486.901098901,82,120.142857143
969,141.0,2003,169,213.60989011,121,143.071428571
970,114.5,1447,150,1469.01648352,45,103.357142857
971,112.5,1590,141,194.571428571,94,113.571428571
972,173.5,2399,212,498.862637363,138,171.357142857
973,191.5,2687,241,522.379120879,157,191.928571429
974,110.0,1466,146,1256.37362637,46,104.714285714
975,110.0,1468,151,533.516483516,66,104.857142857
976,81.5,1136,100,153.978021978,55,81.1428571429
977,92.0,1329,113,201.302197802,66,94.9285714286
978,153.5,2022,173,570.417582418,103,144.428571429
979,115.0,1660,170,474.417582418,88,118.571428571
980,97.5,1368,133,397.604395604,68,97.7142857143
981,59.0,996,143,1673.97802198,30,71.1428571429
982,112.0,1489,127,241.016483516,77,106.357142857
983,79.0,1029,91,327.346153846,41,73.5
984,98.0,1442,156,719.846153846,60,103.0
985,255.5,3300,346,6004.37362637,108,235.714285714
986,114.0,1485,141,1030.84065934,45,106.071428571
987,69.0,864,97,751.912087912,21,61.7142857143
988,313.5,4717,525,5125.76373626,250,336.928571429
989,150.5,1967,179,1071.5,84,140.5
990,131.5,2040,257,3764.06593407,74,145.714285714
991,107.5,1499,136,342.994505495,75,107.071428571
992,88.5,1208,130,1186.83516484,33,86.2857142857
993,73.0,940,81,206.901098901,35,67.1428571429
994,91.5,1525,167,1097.14835165,70,108.928571429
995,120.5,1749,162,331.763736264,95,124.928571429
996,68.0,913,93,472.335164835,21,65.2142857143
997,106.0,1338,127,419.41025641,57,102.923076923
998,175.0,2428,252,1197.34065934,131,173.428571429
999,266.0,2898,359,14005.0769231,52,222.923076923
1000,84.5,1190,129,756.461538462,47,85.0
1001,30.5,479,53,150.642857143,22,34.2142857143
1002,60.0,1009,156,1093.14835165,39,72.0714285714
1003,52.5,753,80,169.565934066,36,53.7857142857
1004,129.0,1695,148,461.148351648,83,121.071428571
1005,109.0,1182,145,1322.45454545,5,98.5
1006,68.0,953,90,213.148351648,35,68.0714285714
1007,116.0,1594,150,363.362637363,85,113.857142857
1008,66.5,1046,124,468.835164835,46,74.7142857143
1009,76.5,1195,143,961.17032967,49,85.3571428571
1010,51.0,738,78,140.835164835,36,52.7142857143
1011,108.0,1465,119,108.401098901,84,104.642857143
1012,176.0,2098,210,2660.9010989,62,149.857142857
1013,142.5,1762,196,2470.43956044,49,125.857142857
1014,66.0,884,73,55.0549450549,49,63.1428571429
1015,93.5,1344,129,315.692307692,65,96.0
1016,61.5,845,74,77.9395604396,44,60.3571428571
1017,152.5,2068,195,924.065934066,106,147.714285714
1018,393.5,6183,695,14792.0934066,312,441.642857143
1019,121.0,1726,158,268.681318681,95,123.285714286
1020,54.0,722,70,152.725274725,31,51.5714285714
1021,123.0,1808,162,267.67032967,109,129.142857143
1022,113.0,1588,167,579.186813187,84,113.428571429
1023,40.0,629,73,171.456043956,24,44.9285714286
1024,74.0,1003,85,96.5549450549,55,71.6428571429
1025,152.5,2119,204,690.708791209,115,151.357142857
1026,99.5,1472,169,635.362637363,71,105.142857143
1027,126.5,1796,164,280.989010989,93,128.285714286
1028,56.0,707,80,419.961538462,17,50.5
1029,66.0,794,88,654.373626374,23,56.7142857143
1030,103.5,1309,163,2564.11538462,28,93.5
1031,54.5,732,69,200.21978022,28,52.2857142857
1032,55.0,845,89,258.093406593,38,60.3571428571
1033,61.0,917,103,308.576923077,45,65.5
1034,96.0,1339,134,208.247252747,78,95.6428571429
1035,167.0,2435,264,1968.53296703,126,173.928571429
1036,97.0,1379,143,271.038461538,73,98.5
1037,71.5,1136,110,419.824175824,49,81.1428571429
1038,156.0,2238,201,285.208791209,134,159.857142857
1039,311.5,4477,420,1319.71978022,275,319.785714286
1040,56.0,905,113,553.016483516,34,64.6428571429
1041,165.0,2449,255,1382.07142857,123,174.928571429
1042,122.0,1769,176,627.016483516,97,126.357142857
1043,171.0,2443,237,934.884615385,132,174.5
1044,65.5,1106,119,532.461538462,51,79.0
1045,123.0,1860,194,765.208791209,104,132.857142857
1046,59.0,808,72,89.7582417582,42,57.7142857143
1047,85.0,1220,135,884.901098901,40,87.1428571429
1048,55.5,789,71,78.5549450549,43,56.3571428571
1049,104.0,1461,143,466.093406593,69,104.357142857
1050,58.0,858,120,492.065934066,33,61.2857142857
1051,57.5,904,84,168.10989011,48,64.5714285714
1052,283.0,4020,415,3409.20879121,205,287.142857143
1053,75.5,854,102,764.151515152,7,71.1666666667
1054,86.0,953,103,412.992424242,35,79.4166666667
1055,113.0,1542,160,1279.67032967,58,110.142857143
1056,84.5,1212,123,350.725274725,63,86.5714285714
1057,80.5,1192,113,255.67032967,58,85.1428571429
1058,58.0,922,142,879.208791209,27,65.8571428571
1059,91.0,1270,107,192.373626374,56,90.7142857143
1060,149.0,1983,202,2361.78571429,60,141.642857143
1061,134.5,1960,196,625.538461538,108,140.0
1062,84.5,1227,125,186.093406593,71,87.6428571429
1063,48.5,751,89,551.631868132,21,53.6428571429
1064,56.0,783,75,107.917582418,37,55.9285714286
1065,91.5,1270,118,394.373626374,45,90.7142857143
1066,162.5,2225,218,1285.60989011,97,158.928571429
1067,174.5,2058,223,5308.30769231,15,147.0
1068,61.5,846,77,135.648351648,45,60.4285714286
1069,151.5,2201,210,848.027472527,106,157.214285714
1070,65.0,879,80,126.796703297,43,62.7857142857
1071,119.0,2338,488,21395.0769231,30,167.0
1072,375.5,4394,593,27477.6703297,93,313.857142857
1073,63.0,866,76,79.3626373626,46,61.8571428571
1074,116.0,1662,175,1543.14285714,51,118.714285714
1075,63.0,933,88,133.785714286,51,66.6428571429
1076,109.5,1479,122,185.324175824,78,105.642857143
1077,56.0,803,76,134.401098901,42,57.3571428571
1078,76.5,1046,118,652.989010989,32,74.7142857143
1079,66.0,908,92,146.131868132,47,64.8571428571
1080,47.5,711,76,111.565934066,39,50.7857142857
1081,73.0,1009,79,17.1483516484,66,72.0714285714
1082,74.0,1053,101,132.181318681,58,75.2142857143
1083,90.5,1349,144,675.631868132,53,96.3571428571
1084,107.5,1718,174,1030.37362637,85,122.714285714
1085,125.0,1934,225,1989.20879121,89,138.142857143
1086,79.5,1386,254,3145.53846154,59,99.0
1087,82.0,1245,162,1503.60989011,26,88.9285714286
1088,97.0,1353,138,242.401098901,70,96.6428571429
1089,49.0,745,85,225.104395604,34,53.2142857143
1090,361.0,3366,393,12119.0,119,306.0
1091,76.0,1045,85,61.7857142857,60,74.6428571429
1092,140.0,2076,221,947.142857143,117,148.285714286
1093,176.5,1459,192,3066.98888889,38,145.9
1094,147.0,2151,263,1720.70879121,96,153.642857143
1095,119.5,1818,184,608.901098901,105,129.857142857
1096,98.0,1310,123,579.494505495,47,93.5714285714
1097,42.0,664,78,189.494505495,30,47.4285714286
1098,196.5,2648,224,829.516483516,118,189.142857143
1099,96.5,1365,131,265.5,73,97.5
1100,49.0,1001,151,2304.26923077,23,71.5
1101,109.0,1751,178,1383.3021978,82,125.071428571
1102,138.0,2107,248,2048.88461538,89,150.5
