shop_id,sum_l1w,max_l1w,median_l1w,mean_l1w,var_l1w,min_l1w
564,1671,337,237.0,238.714285714,3625.23809524,164
565,2030,327,302.0,290.0,856.0,250
566,566,107,75.0,80.8571428571,237.142857143,65
567,463,82,69.0,66.1428571429,122.80952381,51
568,986,209,129.0,140.857142857,2063.14285714,96
569,1372,225,202.0,196.0,595.0,150
570,1076,199,142.0,153.714285714,939.238095238,116
571,1061,193,166.0,151.571428571,2488.95238095,64
572,2750,481,383.0,392.857142857,2702.80952381,335
573,366,68,52.0,52.2857142857,181.571428571,34
574,391,64,61.0,55.8571428571,84.4761904762,40
575,1183,213,173.0,169.0,942.0,120
576,539,106,73.0,77.0,322.666666667,56
577,4423,767,567.0,631.857142857,10998.1428571,538
578,838,137,126.0,119.714285714,415.238095238,84
579,930,195,114.0,132.857142857,1257.47619048,98
580,4419,893,565.0,631.285714286,21389.5714286,522
581,662,125,85.0,94.5714285714,345.952380952,78
582,369,74,52.0,52.7142857143,240.904761905,34
583,425,114,45.0,60.7142857143,1016.57142857,32
584,663,118,90.0,94.7142857143,146.238095238,83
585,630,104,89.0,90.0,162.0,70
586,611,106,90.0,87.2857142857,234.571428571,70
587,914,181,124.0,130.571428571,790.619047619,99
588,351,62,53.0,50.1428571429,91.8095238095,35
589,357,57,50.0,51.0,20.0,44
590,830,139,118.0,118.571428571,120.619047619,104
591,390,100,50.0,55.7142857143,422.238095238,35
592,2326,423,297.0,332.285714286,3674.23809524,281
593,1401,293,170.0,200.142857143,2897.80952381,153
594,504,156,44.0,72.0,2232.0,35
595,2371,465,375.0,338.714285714,12820.9047619,135
596,321,58,49.0,45.8571428571,69.8095238095,34
597,517,91,73.0,73.8571428571,122.142857143,58
598,565,101,84.0,80.7142857143,221.238095238,62
599,428,75,64.0,61.1428571429,95.1428571429,48
600,1784,287,258.0,254.857142857,821.142857143,195
601,809,137,116.0,115.571428571,192.619047619,95
602,517,85,73.0,73.8571428571,105.476190476,60
603,625,114,85.0,89.2857142857,165.571428571,77
604,823,169,98.0,117.571428571,2159.95238095,68
605,458,85,62.0,65.4285714286,167.619047619,49
606,977,206,129.0,139.571428571,955.952380952,118
607,675,120,93.0,96.4285714286,306.285714286,76
608,2021,322,289.0,288.714285714,946.904761905,241
609,651,126,91.0,93.0,432.0,71
610,616,115,79.0,88.0,299.333333333,70
611,1022,202,134.0,146.0,856.333333333,122
612,749,152,103.0,107.0,625.333333333,72
613,1423,326,175.0,203.285714286,4051.23809524,156
614,1212,194,177.0,173.142857143,204.476190476,148
615,1010,193,136.0,144.285714286,882.238095238,110
616,667,117,93.0,95.2857142857,297.571428571,74
617,709,123,106.0,101.285714286,240.571428571,78
618,1255,235,191.0,179.285714286,1780.23809524,117
619,390,78,60.0,55.7142857143,349.571428571,24
620,1226,194,191.0,175.142857143,776.476190476,117
621,945,164,150.0,135.0,870.666666667,79
622,425,104,52.0,60.7142857143,573.904761905,35
623,672,117,94.0,96.0,327.666666667,62
624,1142,204,170.0,163.142857143,742.80952381,123
625,774,125,112.0,110.571428571,152.285714286,89
626,735,120,102.0,105.0,122.0,92
627,1839,354,279.0,262.714285714,4539.9047619,154
628,1393,320,159.0,199.0,6562.33333333,140
629,1032,206,126.0,147.428571429,1523.61904762,122
630,905,201,113.0,129.285714286,2386.57142857,71
631,1249,195,183.0,178.428571429,303.619047619,153
632,140,70,18.5,23.3333333333,678.666666667,1
633,436,86,56.0,62.2857142857,174.238095238,50
634,597,111,85.0,85.2857142857,335.904761905,60
635,373,72,52.0,53.2857142857,148.238095238,40
636,658,106,97.0,94.0,68.6666666667,85
637,1489,264,223.0,212.714285714,1309.9047619,159
638,2093,338,304.0,299.0,518.0,273
639,637,119,89.0,91.0,284.333333333,67
640,1016,163,146.0,145.142857143,222.142857143,124
641,468,84,61.0,66.8571428571,130.142857143,54
642,1078,190,145.0,154.0,367.0,139
643,681,115,93.0,97.2857142857,178.238095238,77
644,372,95,43.0,53.1428571429,619.80952381,31
645,824,128,118.0,117.714285714,55.2380952381,107
646,729,142,100.0,104.142857143,428.142857143,81
647,1073,236,140.0,153.285714286,2548.9047619,102
648,619,103,89.0,88.4285714286,139.285714286,69
649,963,183,156.0,137.571428571,2160.95238095,64
650,4179,776,551.0,597.0,13696.6666667,478
651,1785,310,281.0,255.0,3535.66666667,159
652,1419,291,190.0,202.714285714,3861.23809524,134
653,762,123,116.0,108.857142857,253.80952381,86
654,914,163,138.0,130.571428571,572.619047619,98
655,429,88,61.0,61.2857142857,190.571428571,47
656,1456,275,212.0,208.0,2701.33333333,115
657,465,91,57.0,66.4285714286,403.952380952,37
658,1265,241,167.0,180.714285714,1624.9047619,141
660,536,92,74.0,76.5714285714,144.952380952,61
661,651,147,86.0,93.0,785.333333333,70
662,665,119,97.0,95.0,521.666666667,59
663,650,111,99.0,92.8571428571,351.142857143,67
664,495,96,79.0,70.7142857143,419.238095238,45
665,603,119,78.0,86.1428571429,513.80952381,64
666,360,85,44.0,51.4285714286,424.285714286,22
667,2030,327,276.0,290.0,853.333333333,262
668,1409,367,155.0,201.285714286,8068.23809524,140
669,703,119,90.0,100.428571429,274.952380952,83
670,1187,231,175.0,169.571428571,1463.28571429,117
671,1575,310,202.0,225.0,2781.33333333,174
672,757,162,101.0,108.142857143,1045.80952381,70
673,600,100,83.0,85.7142857143,86.9047619048,75
674,1146,219,195.0,163.714285714,5346.57142857,36
675,446,77,65.0,63.7142857143,68.9047619048,55
676,1121,265,135.0,160.142857143,2360.80952381,127
677,744,121,108.0,106.285714286,111.238095238,92
678,641,134,86.0,91.5714285714,485.619047619,73
679,3935,760,514.0,562.142857143,14251.8095238,468
680,399,70,52.0,57.0,70.0,49
681,604,103,81.0,86.2857142857,117.904761905,75
682,532,129,61.0,76.0,875.666666667,55
683,425,122,47.0,60.7142857143,1032.9047619,33
684,533,87,75.0,76.1428571429,48.1428571429,67
685,1776,363,234.0,253.714285714,2909.9047619,207
686,1012,175,138.0,144.571428571,372.619047619,127
687,511,101,65.0,73.0,353.0,57
688,726,127,104.0,103.714285714,252.571428571,88
689,510,88,68.0,72.8571428571,130.142857143,58
690,878,175,120.0,125.428571429,732.952380952,87
691,1338,278,176.0,191.142857143,2214.47619048,143
692,743,158,100.0,106.142857143,622.476190476,88
693,545,90,77.0,77.8571428571,61.8095238095,67
694,931,158,143.0,133.0,978.0,83
695,1234,289,138.0,176.285714286,5068.23809524,109
696,551,108,74.0,78.7142857143,199.238095238,65
697,755,133,102.0,107.857142857,253.142857143,85
698,481,87,68.0,68.7142857143,131.904761905,54
699,533,84,78.0,76.1428571429,36.4761904762,65
701,651,107,92.0,93.0,166.0,70
702,760,171,92.0,108.571428571,1282.61904762,73
703,444,89,73.0,63.4285714286,474.952380952,31
704,586,102,90.0,83.7142857143,352.904761905,51
705,509,146,51.0,72.7142857143,2273.23809524,28
706,500,90,75.0,71.4285714286,205.619047619,47
707,552,94,78.0,78.8571428571,66.8095238095,69
708,760,142,94.0,108.571428571,429.952380952,90
709,447,73,67.0,63.8571428571,110.80952381,41
710,546,94,80.0,78.0,148.333333333,60
711,761,142,118.0,108.714285714,759.238095238,65
712,678,146,82.0,96.8571428571,876.80952381,66
713,1321,197,194.0,188.714285714,94.5714285714,171
714,1091,231,135.0,155.857142857,2359.14285714,114
715,1794,345,235.0,256.285714286,3992.57142857,176
716,804,130,118.0,114.857142857,126.142857143,95
717,834,163,112.0,119.142857143,1044.47619048,87
718,578,125,83.0,82.5714285714,567.285714286,54
719,902,171,119.0,128.857142857,708.476190476,102
720,1094,188,157.0,156.285714286,274.238095238,140
721,1310,311,218.0,187.142857143,7519.80952381,75
722,581,141,124.5,96.8333333333,2931.36666667,17
723,1376,268,177.0,196.571428571,2175.61904762,150
724,285,52,38.0,40.7142857143,80.5714285714,31
725,922,142,134.0,131.714285714,90.9047619048,118
726,421,80,59.0,60.1428571429,134.476190476,47
727,375,76,52.0,53.5714285714,315.285714286,27
728,2991,464,419.0,427.285714286,551.904761905,404
729,1929,351,257.0,275.571428571,1975.28571429,233
730,1815,352,238.0,259.285714286,3121.57142857,198
731,11082,1771,1602.0,1583.14285714,33836.8095238,1222
732,904,231,92.0,129.142857143,3877.14285714,72
733,759,133,97.0,108.428571429,393.952380952,89
734,1089,245,131.0,155.571428571,3202.28571429,110
735,448,82,61.0,64.0,87.3333333333,55
736,778,146,107.0,111.142857143,532.476190476,83
737,2642,428,377.0,377.428571429,1261.61904762,316
738,1097,225,133.0,156.714285714,2167.57142857,119
739,663,112,95.0,94.7142857143,128.571428571,80
740,722,147,93.0,103.142857143,924.142857143,69
741,725,127,106.0,103.571428571,315.619047619,78
742,2408,598,516.0,344.0,62591.6666667,56
743,605,123,96.0,86.4285714286,1029.28571429,39
744,771,219,73.0,110.142857143,3969.14285714,62
745,361,83,45.0,51.5714285714,459.619047619,28
746,496,80,76.0,70.8571428571,178.142857143,42
747,3029,572,391.0,432.714285714,6957.57142857,355
748,896,173,112.0,128.0,759.333333333,103
749,195,32,28.0,27.8571428571,12.1428571429,22
750,1075,181,163.0,153.571428571,572.619047619,117
751,560,118,87.0,80.0,1443.0,1
752,589,185,57.0,84.1428571429,3794.47619048,14
753,471,79,68.0,67.2857142857,119.238095238,46
754,1057,196,144.0,151.0,796.333333333,116
755,771,131,109.0,110.142857143,159.80952381,92
756,1091,173,164.0,155.857142857,500.476190476,111
757,1087,214,141.0,155.285714286,1093.23809524,124
758,481,75,71.0,68.7142857143,47.2380952381,59
759,1003,159,139.0,143.285714286,137.571428571,129
760,816,185,104.0,116.571428571,1588.28571429,77
761,633,102,90.0,90.4285714286,81.9523809524,77
762,808,144,115.0,115.428571429,584.285714286,74
763,781,152,105.0,111.571428571,698.952380952,81
764,524,99,68.0,74.8571428571,359.142857143,54
765,759,133,109.0,108.428571429,272.285714286,89
766,396,83,50.0,56.5714285714,229.619047619,36
767,472,78,67.0,67.4285714286,76.619047619,56
768,526,118,71.0,75.1428571429,812.80952381,34
769,1052,226,127.0,150.285714286,3605.9047619,76
770,365,71,51.0,52.1428571429,145.142857143,37
771,785,146,106.0,112.142857143,578.80952381,88
772,1071,182,148.0,153.0,352.666666667,129
773,1133,242,148.0,161.857142857,1877.80952381,115
774,1333,240,171.0,190.428571429,1044.61904762,160
775,2424,382,344.0,346.285714286,452.904761905,315
776,1850,385,219.0,264.285714286,5600.57142857,189
777,1376,226,208.0,196.571428571,826.285714286,152
778,822,146,124.0,117.428571429,560.619047619,82
779,1682,263,236.0,240.285714286,213.238095238,225
780,796,130,112.0,113.714285714,63.5714285714,106
781,1377,297,164.0,196.714285714,3358.23809524,151
782,251,46,34.0,35.8571428571,71.1428571429,23
783,730,123,107.0,104.285714286,235.238095238,76
784,434,75,59.0,62.0,76.3333333333,51
785,579,134,73.0,82.7142857143,628.904761905,63
786,374,74,56.0,53.4285714286,186.619047619,38
787,728,136,102.0,104.0,375.0,84
788,2249,384,343.0,321.285714286,3886.57142857,228
789,1182,216,192.0,168.857142857,3001.47619048,70
790,405,74,52.0,57.8571428571,187.80952381,42
791,550,95,78.0,78.5714285714,181.619047619,57
792,1481,261,220.0,211.571428571,1524.95238095,152
793,426,123,47.0,60.8571428571,915.476190476,35
794,1210,206,187.0,172.857142857,969.142857143,130
795,719,133,113.0,102.714285714,907.904761905,48
796,507,134,58.0,72.4285714286,1900.28571429,17
797,699,132,93.0,99.8571428571,384.476190476,81
798,615,124,101.0,87.8571428571,1425.14285714,29
799,684,147,92.0,97.7142857143,620.904761905,73
800,1477,284,203.0,211.0,2898.0,155
801,654,133,99.0,93.4285714286,636.285714286,61
802,550,121,74.0,78.5714285714,678.952380952,51
803,1332,238,219.0,190.285714286,4196.23809524,84
804,714,119,101.0,102.0,166.0,81
805,1319,240,200.0,188.428571429,1764.28571429,130
806,3921,876,441.0,560.142857143,41234.4761905,418
807,500,95,71.0,71.4285714286,253.952380952,51
808,1668,319,216.0,238.285714286,3397.57142857,169
809,452,76,66.0,64.5714285714,89.9523809524,50
811,378,67,54.0,54.0,63.0,41
812,930,197,159.0,132.857142857,3768.47619048,40
813,501,85,72.0,71.5714285714,94.2857142857,55
814,1546,254,210.0,220.857142857,442.142857143,204
815,435,119,50.0,62.1428571429,792.476190476,39
816,2135,414,281.0,305.0,4835.66666667,230
817,939,173,132.0,134.142857143,352.476190476,114
818,460,106,55.0,65.7142857143,615.238095238,41
819,400,79,67.0,57.1428571429,621.80952381,18
820,1653,277,228.0,236.142857143,465.142857143,208
821,1362,286,173.0,194.571428571,3016.28571429,149
822,598,129,84.0,85.4285714286,498.285714286,61
823,660,101,99.0,94.2857142857,72.5714285714,80
824,784,129,112.0,112.0,173.666666667,92
825,4056,644,607.0,579.428571429,3861.61904762,484
826,727,116,108.0,103.857142857,120.80952381,84
827,415,79,60.0,59.2857142857,256.571428571,38
828,399,67,57.0,57.0,64.6666666667,42
829,2918,529,402.0,416.857142857,5461.80952381,312
830,674,127,100.0,96.2857142857,273.904761905,77
831,1639,277,234.0,234.142857143,899.142857143,195
832,506,81,73.0,72.2857142857,25.9047619048,65
833,375,65,54.0,53.5714285714,38.9523809524,44
834,670,148,89.0,95.7142857143,1141.9047619,55
835,673,128,93.0,96.1428571429,254.476190476,80
836,764,173,102.0,109.142857143,1275.47619048,69
837,562,106,85.0,80.2857142857,374.238095238,48
838,976,155,141.0,139.428571429,106.952380952,123
839,550,92,80.0,78.5714285714,97.9523809524,66
840,1123,245,171.0,160.428571429,3208.61904762,100
841,378,65,58.0,54.0,102.0,39
842,352,94,40.0,50.2857142857,699.571428571,27
843,441,80,58.0,63.0,105.0,54
844,653,141,88.0,93.2857142857,824.904761905,65
845,425,80,65.0,60.7142857143,157.571428571,45
846,438,90,61.0,62.5714285714,216.952380952,47
847,649,167,76.0,92.7142857143,1885.23809524,59
848,834,146,134.0,119.142857143,1105.80952381,67
849,609,128,76.0,87.0,699.0,62
850,1322,268,150.0,188.857142857,3523.80952381,130
851,536,118,75.0,76.5714285714,524.285714286,48
852,827,198,95.0,118.142857143,3131.80952381,67
853,699,177,78.0,99.8571428571,2116.80952381,66
854,3849,649,506.0,549.857142857,6760.47619048,437
855,345,71,48.0,49.2857142857,129.904761905,39
856,396,74,63.0,56.5714285714,338.952380952,30
857,396,78,54.0,56.5714285714,135.952380952,43
858,721,116,110.0,103.0,215.333333333,73
859,790,159,112.0,112.857142857,503.142857143,93
860,4434,828,558.0,633.428571429,12847.2857143,544
861,837,137,124.0,119.571428571,155.619047619,102
862,1293,215,182.0,184.714285714,387.904761905,164
863,488,77,72.0,69.7142857143,63.2380952381,55
864,4650,754,660.0,664.285714286,3036.23809524,606
865,1899,399,229.0,271.285714286,6045.57142857,197
866,1791,372,323.0,255.857142857,17442.4761905,53
867,916,151,137.0,130.857142857,389.80952381,96
868,1768,287,255.0,252.571428571,553.285714286,223
869,2190,399,296.0,312.857142857,3349.80952381,259
870,1658,275,238.0,236.857142857,521.80952381,202
871,590,118,81.0,84.2857142857,339.238095238,64
872,1563,342,226.0,223.285714286,11829.2380952,71
873,1123,210,157.0,160.428571429,724.952380952,124
874,1660,279,247.0,237.142857143,763.142857143,197
875,619,113,97.0,88.4285714286,447.285714286,59
876,1879,323,275.0,268.428571429,1487.95238095,198
877,1420,234,199.0,202.857142857,364.476190476,182
878,403,67,60.0,57.5714285714,54.9523809524,46
879,435,87,51.0,62.1428571429,383.476190476,39
880,604,112,85.0,86.2857142857,164.571428571,70
881,877,145,121.0,125.285714286,165.904761905,109
882,667,129,103.0,95.2857142857,712.904761905,54
883,630,108,89.0,90.0,116.333333333,74
884,1146,189,173.0,163.714285714,551.904761905,130
885,899,188,115.0,128.428571429,1251.28571429,96
886,486,94,62.0,69.4285714286,245.285714286,51
887,591,193,50.0,84.4285714286,4189.28571429,41
888,535,105,81.0,76.4285714286,398.285714286,43
889,1004,199,132.0,143.428571429,1180.28571429,99
890,316,67,43.0,45.1428571429,188.476190476,30
891,4539,1006,494.0,648.428571429,51334.2857143,471
892,1408,240,209.0,201.142857143,783.476190476,152
893,431,91,58.0,61.5714285714,254.285714286,46
894,699,137,101.0,99.8571428571,833.142857143,65
895,1184,191,173.0,169.142857143,665.142857143,115
896,685,114,100.0,97.8571428571,127.80952381,84
897,2672,601,304.0,381.714285714,23157.9047619,235
898,854,138,127.0,122.0,260.0,97
899,1168,401,118.0,166.857142857,11803.1428571,95
900,4821,1037,585.0,688.714285714,52935.9047619,484
901,969,170,140.0,138.428571429,586.952380952,103
902,503,87,81.0,71.8571428571,302.476190476,43
903,384,81,55.0,54.8571428571,260.476190476,35
904,586,135,68.0,83.7142857143,1019.23809524,59
905,663,139,88.0,94.7142857143,515.571428571,77
906,744,120,102.0,106.285714286,74.2380952381,95
907,627,117,85.0,89.5714285714,328.619047619,63
908,661,108,93.0,94.4285714286,90.619047619,84
909,950,181,124.0,135.714285714,913.238095238,103
910,1889,342,269.0,269.857142857,1620.47619048,207
911,491,89,68.0,70.1428571429,161.142857143,49
912,823,150,128.0,117.571428571,1001.28571429,56
913,772,225,66.0,110.285714286,4985.9047619,51
914,399,84,53.0,57.0,234.666666667,40
915,785,124,115.0,112.142857143,80.4761904762,95
916,1993,334,293.0,284.714285714,1060.23809524,241
917,546,92,77.0,78.0,124.666666667,64
918,537,105,66.0,76.7142857143,393.904761905,60
919,427,93,58.0,61.0,372.333333333,37
920,634,120,99.0,90.5714285714,728.285714286,47
921,990,162,145.0,141.428571429,286.952380952,117
922,562,115,78.0,80.2857142857,299.238095238,65
923,764,184,93.0,109.142857143,1674.47619048,76
924,895,163,141.0,127.857142857,1058.80952381,81
925,668,136,109.0,95.4285714286,1536.28571429,33
926,643,118,91.0,91.8571428571,247.80952381,71
927,518,120,70.0,74.0,535.666666667,53
928,835,141,114.0,119.285714286,229.238095238,106
929,368,77,47.0,52.5714285714,299.285714286,32
930,552,91,84.0,78.8571428571,131.142857143,62
931,1096,184,158.0,156.571428571,463.619047619,132
932,430,80,62.0,61.4285714286,143.285714286,45
933,685,122,91.0,97.8571428571,207.80952381,82
934,5159,867,699.0,737.0,5826.33333333,674
935,885,154,122.0,126.428571429,322.285714286,103
936,347,84,39.0,49.5714285714,622.619047619,25
937,764,162,103.0,109.142857143,851.142857143,81
938,654,103,95.0,93.4285714286,53.2857142857,83
939,900,146,133.0,128.571428571,165.619047619,107
940,808,125,114.0,115.428571429,42.619047619,107
941,332,63,46.0,47.4285714286,75.2857142857,36
942,421,78,60.0,60.1428571429,127.142857143,47
943,568,129,68.0,81.1428571429,1103.47619048,50
944,360,74,47.0,51.4285714286,265.619047619,33
945,462,91,62.0,66.0,195.666666667,51
946,899,157,125.0,128.428571429,526.952380952,97
947,492,93,69.0,70.2857142857,159.238095238,55
948,637,100,93.0,91.0,100.666666667,71
949,513,83,71.0,73.2857142857,62.5714285714,62
950,1077,164,150.0,153.857142857,104.476190476,137
951,1439,275,197.0,205.571428571,1461.28571429,155
952,653,116,95.0,93.2857142857,286.571428571,71
953,1214,231,167.0,173.428571429,867.619047619,141
954,701,122,98.0,100.142857143,297.476190476,72
955,804,184,99.0,114.857142857,1334.80952381,86
956,222,37,33.0,31.7142857143,35.9047619048,22
957,1411,282,188.0,201.571428571,2835.28571429,150
958,1063,218,169.0,151.857142857,3730.14285714,64
959,1610,295,215.0,230.0,1550.66666667,194
960,624,106,84.0,89.1428571429,159.476190476,74
961,2111,334,299.0,301.571428571,432.619047619,277
962,738,129,103.0,105.428571429,377.619047619,72
963,546,96,83.0,78.0,406.0,43
964,984,203,139.0,140.571428571,1738.61904762,79
965,577,106,81.0,82.4285714286,237.619047619,64
966,738,124,105.0,105.428571429,166.285714286,84
967,559,97,85.0,79.8571428571,253.80952381,57
968,945,156,135.0,135.0,162.333333333,115
969,1001,169,140.0,143.0,312.0,121
970,860,150,134.0,122.857142857,606.476190476,87
971,764,129,105.0,109.142857143,190.476190476,94
972,1237,212,179.0,176.714285714,715.238095238,138
973,1401,241,197.0,200.142857143,612.476190476,175
974,923,146,138.0,131.857142857,231.476190476,100
975,853,151,119.0,121.857142857,179.476190476,110
976,574,100,84.0,82.0,248.666666667,55
977,707,113,101.0,101.0,143.333333333,84
978,1108,173,159.0,158.285714286,212.904761905,129
979,842,170,116.0,120.285714286,750.238095238,88
980,730,133,115.0,104.285714286,531.904761905,76
981,313,66,38.0,44.7142857143,154.571428571,34
982,684,120,90.0,97.7142857143,277.238095238,77
983,603,91,89.0,86.1428571429,55.8095238095,70
984,784,156,100.0,112.0,694.666666667,83
985,1997,346,278.0,285.285714286,1210.9047619,250
986,892,141,130.0,127.428571429,171.619047619,107
987,529,97,86.0,75.5714285714,519.619047619,41
988,2404,525,305.0,343.428571429,9526.95238095,250
989,1094,176,153.0,156.285714286,184.238095238,137
990,933,238,103.0,133.285714286,4247.23809524,79
991,723,134,96.0,103.285714286,268.571428571,86
992,720,130,121.0,102.857142857,1110.80952381,46
993,545,81,80.0,77.8571428571,14.1428571429,71
994,695,167,91.0,99.2857142857,1186.57142857,70
995,935,162,137.0,133.571428571,427.285714286,95
996,546,93,77.0,78.0,194.333333333,58
997,782,127,107.0,111.714285714,141.238095238,100
998,1197,252,163.0,171.0,2010.0,131
999,1906,359,312.0,272.285714286,10233.5714286,102
1000,557,129,61.0,79.5714285714,885.952380952,56
1001,236,53,25.0,33.7142857143,192.571428571,22
1002,577,156,58.0,82.4285714286,1756.95238095,47
1003,369,80,51.0,52.7142857143,235.904761905,36
1004,930,143,132.0,132.857142857,72.4761904762,118
1005,827,145,120.0,118.142857143,265.80952381,92
1006,418,83,62.0,59.7142857143,225.904761905,35
1007,801,150,120.0,114.428571429,536.285714286,85
1008,514,124,65.0,73.4285714286,630.285714286,54
1009,565,143,62.0,80.7142857143,1753.9047619,49
1010,395,78,54.0,56.4285714286,192.952380952,36
1011,763,114,112.0,109.0,35.3333333333,98
1012,1307,210,187.0,186.714285714,136.238095238,175
1013,1032,196,157.0,147.428571429,1321.61904762,91
1014,446,73,66.0,63.7142857143,64.2380952381,49
1015,719,129,111.0,102.714285714,487.571428571,65
1016,444,69,66.0,63.4285714286,77.2857142857,44
1017,1013,195,122.0,144.714285714,1385.9047619,106
1018,3062,695,367.0,437.428571429,25257.2857143,312
1019,902,158,121.0,128.857142857,355.80952381,109
1020,398,69,58.0,56.8571428571,88.1428571429,39
1021,912,162,122.0,130.285714286,399.904761905,109
1022,876,167,119.0,125.142857143,785.142857143,93
1023,279,59,39.0,39.8571428571,116.476190476,24
1024,473,84,66.0,67.5714285714,105.619047619,55
1025,1078,204,145.0,154.0,1101.0,124
1026,693,141,97.0,99.0,459.666666667,71
1027,915,164,133.0,130.714285714,533.904761905,93
1028,384,73,59.0,54.8571428571,290.476190476,30
1029,456,88,77.0,65.1428571429,607.80952381,30
1030,835,163,135.0,119.285714286,2158.9047619,51
1031,360,69,50.0,51.4285714286,256.952380952,28
1032,432,85,54.0,61.7142857143,266.904761905,46
1033,491,103,62.0,70.1428571429,512.80952381,47
1034,698,134,96.0,99.7142857143,314.238095238,82
1035,1336,264,190.0,190.857142857,2867.14285714,129
1036,705,143,97.0,100.714285714,508.571428571,73
1037,531,110,68.0,75.8571428571,515.142857143,49
1038,1199,201,169.0,171.285714286,262.571428571,156
1039,2351,420,322.0,335.857142857,1642.14285714,300
1040,452,113,49.0,64.5714285714,810.952380952,44
1041,1127,204,146.0,161.0,894.666666667,123
1042,875,176,108.0,125.0,1006.66666667,97
1043,1328,237,187.0,189.714285714,1290.57142857,132
1044,522,119,64.0,74.5714285714,676.952380952,51
1045,933,184,122.0,133.285714286,885.571428571,104
1046,406,69,60.0,58.0,98.0,42
1047,773,135,110.0,110.428571429,316.285714286,78
1048,428,71,62.0,61.1428571429,49.1428571429,50
1049,791,143,110.0,113.0,604.0,69
1050,445,81,69.0,63.5714285714,191.952380952,41
1051,445,83,58.0,63.5714285714,192.952380952,48
1052,1989,415,243.0,284.142857143,6739.47619048,205
1053,325,102,91.0,65.0,1883.5,7
1054,639,103,89.0,91.2857142857,52.9047619048,85
1055,650,135,74.0,92.8571428571,1195.80952381,58
1056,632,123,90.0,90.2857142857,390.571428571,67
1057,607,113,81.0,86.7142857143,443.904761905,58
1058,520,142,61.0,74.2857142857,1601.23809524,27
1059,646,105,90.0,92.2857142857,76.5714285714,83
1060,1231,202,185.0,175.857142857,576.80952381,135
1061,1062,196,141.0,151.714285714,703.238095238,122
1062,624,101,88.0,89.1428571429,71.1428571429,77
1063,298,72,44.0,42.5714285714,309.952380952,21
1064,440,75,61.0,62.8571428571,71.8095238095,53
1065,727,118,103.0,103.857142857,120.476190476,89
1066,1281,218,173.0,183.0,553.666666667,160
1067,1402,223,202.0,200.285714286,373.571428571,168
1068,408,74,59.0,58.2857142857,153.904761905,45
1069,1107,210,141.0,158.142857143,1427.14285714,106
1070,443,80,63.0,63.2857142857,161.238095238,43
1071,1882,488,212.0,268.857142857,20918.4761905,108
1072,3036,593,407.0,433.714285714,6459.23809524,369
1073,444,76,68.0,63.4285714286,115.285714286,50
1074,847,175,107.0,121.0,1822.66666667,66
1075,422,76,61.0,60.2857142857,72.9047619048,51
1076,774,122,113.0,110.571428571,93.619047619,98
1077,414,76,57.0,59.1428571429,166.476190476,44
1078,638,118,92.0,91.1428571429,323.80952381,64
1079,476,92,67.0,68.0,230.333333333,47
1080,339,59,47.0,48.4285714286,57.2857142857,39
1081,512,79,75.0,73.1428571429,21.1428571429,66
1082,515,101,74.0,73.5714285714,184.952380952,58
1083,768,144,117.0,109.714285714,513.904761905,85
1084,788,174,96.0,112.571428571,1213.28571429,85
1085,930,225,106.0,132.857142857,2691.80952381,89
1086,898,254,95.0,128.285714286,4736.9047619,77
1087,516,128,58.0,73.7142857143,1252.57142857,26
1088,685,138,95.0,97.8571428571,434.476190476,70
1089,388,85,46.0,55.4285714286,312.619047619,40
1090,2170,393,377.0,310.0,12912.6666667,137
1091,527,85,74.0,75.2857142857,51.2380952381,66
1092,1081,221,139.0,154.428571429,1658.61904762,117
1093,1008,192,178.0,144.0,4362.33333333,38
1094,1168,263,140.0,166.857142857,2591.47619048,128
1095,841,143,118.0,120.142857143,121.80952381,109
1096,779,123,116.0,111.285714286,157.238095238,89
1097,295,55,40.0,42.1428571429,69.8095238095,30
1098,1267,212,184.0,181.0,985.333333333,118
1099,606,100,86.0,86.5714285714,73.619047619,73
1100,436,131,36.0,62.2857142857,1760.23809524,28
1101,799,178,88.0,114.142857143,1672.47619048,82
1102,1137,248,134.0,162.428571429,3755.61904762,89
1103,362,69,52.0,51.7142857143,83.9047619048,40
1104,2107,523,233.0,301.0,18871.6666667,193
1105,692,115,96.0,98.8571428571,159.80952381,83
1106,366,66,64.0,52.2857142857,372.904761905,23
1107,430,109,59.0,61.4285714286,894.952380952,28
1108,837,179,99.0,119.571428571,1320.95238095,85
1110,1340,219,212.0,191.428571429,1238.28571429,128
1111,273,71,34.0,39.0,434.666666667,17
1112,583,103,80.0,83.2857142857,166.904761905,71
1113,1373,229,199.0,196.142857143,714.476190476,159
1114,1236,210,185.0,176.571428571,1067.61904762,125
1115,347,70,43.0,49.5714285714,166.952380952,37
1116,1833,334,243.0,261.857142857,2950.47619048,187
1117,1907,303,284.0,272.428571429,747.952380952,227
1118,853,204,85.0,121.857142857,2964.47619048,80
1119,559,111,79.0,79.8571428571,314.476190476,59
1120,308,60,39.0,44.0,139.0,30
1121,919,162,128.0,131.285714286,593.571428571,92
1122,792,144,132.0,113.142857143,947.476190476,73
1123,4017,749,583.0,573.857142857,18272.4761905,422
1124,257,86,28.0,36.7142857143,615.904761905,15
1125,1541,279,216.0,220.142857143,1490.80952381,174
1126,706,145,97.0,100.857142857,475.476190476,81
1127,787,166,106.0,112.428571429,1111.28571429,78
