shop_id,mean_l2m,var_l2m,min_l2m,max_l2m,median_l2m,sum_l2m
554,86.1,1138.92068966,37,168,78.0,2583
555,76.0740740741,3909.37891738,1,236,66.0,2054
556,55.6,147.351724138,36,79,55.0,1668
557,266.366666667,2248.03333333,178,386,260.5,7991
558,113.566666667,2081.01264368,75,335,109.0,3407
559,150.965517241,9171.60591133,9,258,211.0,4378
560,178.733333333,7052.20229885,56,532,158.0,5362
561,67.1739130435,1078.87747036,3,119,68.0,1545
562,46.8666666667,850.947126437,1,80,63.5,1406
563,52.4666666667,145.981609195,33,83,49.0,1574
564,282.866666667,22045.5678161,135,738,230.5,8486
565,257.5,1798.87931034,161,327,254.0,7725
566,80.8333333333,196.143678161,59,112,76.0,2425
567,61.7333333333,323.512643678,29,101,64.0,1852
568,158.1,2578.3,96,277,145.5,4743
569,145.4,3027.76551724,40,225,150.5,4362
570,175.566666667,1989.9091954,116,268,158.0,5267
571,130.066666667,1864.20229885,58,193,146.5,3902
572,371.1,2927.61034483,242,500,367.5,11133
573,54.0666666667,163.236781609,29,80,52.0,1622
574,54.7333333333,58.9609195402,40,71,56.0,1642
575,153.5,1324.60344828,93,214,160.0,4605
576,82.5,816.051724138,47,149,72.0,2475
577,573.5,11908.9482759,346,795,555.0,17205
578,129.133333333,661.843678161,84,188,128.5,3874
579,114.733333333,713.581609195,79,195,107.5,3442
580,643.266666667,19889.9264368,456,950,620.0,19298
581,66.4333333333,395.771264368,38,125,61.5,1993
582,66.2,947.820689655,29,141,55.5,1986
583,60.5666666667,718.598850575,32,114,47.5,1817
584,100.733333333,761.167816092,70,185,91.5,3022
585,82.2,255.613793103,51,106,84.5,2466
586,83.8,284.44137931,35,112,85.5,2514
587,131.833333333,649.17816092,99,196,125.5,3955
588,52.8333333333,286.695402299,29,101,51.5,1585
589,49.5666666667,63.5643678161,36,73,50.0,1487
590,116.766666667,836.254022989,65,224,116.5,3503
591,56.0666666667,263.926436782,28,100,53.0,1682
592,350.1,4413.47241379,240,526,350.0,10503
593,187.733333333,4880.34022989,103,334,156.0,5632
594,80.1333333333,2258.18850575,26,158,59.0,2404
595,313.2,14422.6666667,12,523,334.0,7830
596,44.3333333333,75.3333333333,31,61,42.5,1330
597,66.4,108.8,52,92,65.0,1992
598,75.7333333333,277.512643678,54,126,75.0,2272
599,54.3666666667,90.6540229885,31,75,54.0,1631
600,213.2,1378.71724138,140,287,208.5,6396
601,101.966666667,355.61954023,69,145,97.0,3059
602,78.2666666667,243.512643678,48,109,76.5,2348
603,57.4333333333,674.322988506,5,114,57.0,1723
604,114.7,1688.42413793,27,169,131.5,3441
605,76.5333333333,368.671264368,47,134,74.0,2296
606,127.2,455.820689655,95,206,126.0,3816
607,95.8,341.268965517,49,131,93.5,2874
608,268.866666667,656.395402299,224,322,268.5,8066
609,81.9333333333,178.47816092,62,126,80.5,2458
610,88.4333333333,354.805747126,62,119,82.5,2653
611,135.333333333,573.609195402,104,202,129.0,4060
612,94.1333333333,468.947126437,60,152,91.5,2824
613,198.133333333,2236.18850575,106,326,187.0,5944
614,174.833333333,627.936781609,130,241,171.0,5245
615,138.633333333,1083.82643678,89,207,138.0,4159
616,89.7666666667,434.116091954,50,142,85.5,2693
617,84.8888888889,851.41025641,27,132,84.0,2292
618,161.566666667,1978.25402299,90,235,174.5,4847
619,79.4666666667,729.291954023,24,136,73.0,2384
620,147.566666667,1128.73678161,78,195,148.5,4427
621,124.3,562.975862069,76,164,127.0,3729
622,55.6333333333,447.274712644,30,104,52.5,1669
623,100.933333333,382.340229885,62,146,96.5,3028
624,153.733333333,689.374712644,104,204,152.5,4612
625,101.766666667,239.426436782,77,143,100.5,3053
626,95.7333333333,419.926436782,42,121,100.0,2872
627,243.166666667,5036.35057471,115,354,270.0,7295
628,219.4,7041.42068966,126,472,175.5,6582
629,140.766666667,1193.0816092,81,206,127.0,4223
630,121.166666667,3689.17816092,51,256,106.0,3635
631,174.366666667,808.998850575,121,237,174.0,5231
632,89.72,7642.62666667,1,431,85.0,2243
633,62.0,242.344827586,40,114,57.0,1860
634,78.1333333333,217.36091954,53,112,76.0,2344
635,62.6333333333,196.791954023,38,82,67.5,1879
636,85.1,309.403448276,51,111,86.0,2553
637,221.9,3448.57586207,108,323,223.5,6657
638,290.137931034,2029.908867,182,404,291.0,8414
639,98.5333333333,687.636781609,59,162,95.0,2956
640,157.3,6335.94137931,72,500,137.0,4719
641,61.9,97.7482758621,44,84,60.5,1857
642,134.833333333,399.66091954,92,190,136.0,4045
643,101.2,171.2,77,130,98.0,3036
644,49.4333333333,363.288505747,25,95,44.5,1483
645,111.766666667,366.736781609,77,149,116.5,3353
646,92.4333333333,2101.21954023,29,267,98.0,2773
647,143.6,1794.52413793,83,236,134.5,4308
648,81.6666666667,182.091954023,50,103,85.5,2450
649,133.8,2326.92413793,60,201,157.5,4014
650,588.4,8058.59310345,478,780,555.5,17652
651,258.8,3658.83333333,117,349,278.0,6470
652,171.233333333,2584.04712644,93,291,164.5,5137
653,107.633333333,170.585057471,86,138,107.5,3229
654,118.6,1339.62758621,42,228,118.0,3558
655,66.8,520.165517241,47,172,61.5,2004
656,200.481481481,6194.10541311,29,327,202.0,5413
657,62.8666666667,206.809195402,37,91,59.0,1886
658,186.6,3384.66206897,106,422,189.0,5598
659,52.25,12.25,48,56,52.5,209
660,74.8,353.544827586,45,117,72.0,2244
661,93.9,425.748275862,70,147,86.5,2817
662,81.7333333333,861.374712644,26,127,89.0,2452
663,91.6333333333,252.791954023,60,117,95.0,2749
664,67.8666666667,413.567816092,35,125,63.0,2036
665,107.233333333,1233.35747126,64,187,100.0,3217
666,65.5333333333,572.809195402,19,149,67.5,1966
667,267.366666667,1021.41264368,205,327,265.0,8021
668,232.333333333,17081.0574713,81,518,162.0,6970
669,89.7,269.320689655,66,119,87.5,2691
670,152.133333333,924.671264368,113,231,144.5,4564
671,220.833333333,2447.66091954,148,323,208.0,6625
672,112.733333333,1456.47816092,63,191,103.0,3382
673,83.0333333333,240.033333333,51,112,81.0,2491
674,132.066666667,5883.37471264,22,237,118.5,3962
675,71.7666666667,226.185057471,50,117,68.5,2153
676,141.366666667,1118.51609195,105,265,134.5,4241
677,103.933333333,1112.34022989,62,221,93.5,3118
678,84.4666666667,480.395402299,42,134,85.0,2534
679,608.866666667,22217.3609195,428,1024,575.0,18266
680,41.8846153846,315.066153846,1,70,44.5,1089
681,84.0333333333,267.757471264,56,125,80.5,2521
682,65.0,857.931034483,22,129,60.0,1950
683,54.8333333333,328.695402299,32,122,53.5,1645
684,69.6333333333,118.791954023,47,94,67.5,2089
685,245.133333333,1591.08505747,196,363,237.5,7354
686,136.566666667,358.667816092,94,175,133.0,4097
687,82.9,401.610344828,57,128,78.5,2487
688,97.8666666667,285.567816092,65,128,96.5,2936
689,68.6333333333,111.343678161,45,88,69.0,2059
690,110.7,482.424137931,76,175,109.5,3321
691,207.666666667,1874.16091954,143,319,198.5,6230
692,117.466666667,809.981609195,79,177,113.0,3524
693,65.6333333333,317.481609195,32,103,68.5,1969
694,119.666666667,1433.54022989,53,163,137.5,3590
695,170.733333333,2916.13333333,74,289,154.5,5122
696,73.6666666667,137.402298851,54,108,72.5,2210
697,89.5,1425.29310345,1,139,102.0,2685
698,57.8666666667,153.567816092,36,87,56.0,1736
699,66.3666666667,207.205747126,36,89,68.5,1991
701,84.1666666667,493.040229885,2,114,87.0,2525
702,114.433333333,931.840229885,73,189,108.0,3433
703,52.7,448.355172414,19,89,55.5,1581
704,72.4,665.420689655,29,121,78.5,2172
705,83.1333333333,2581.01609195,17,192,56.5,2494
706,56.4333333333,280.254022989,20,90,55.5,1693
707,69.0666666667,439.581609195,13,106,72.0,2072
708,79.9333333333,496.133333333,43,142,75.5,2398
709,62.0666666667,139.788505747,39,83,65.0,1862
710,74.1333333333,144.395402299,50,98,75.5,2224
711,101.266666667,964.822988506,44,154,110.5,3038
712,87.0666666667,565.029885057,49,146,81.5,2612
713,208.7,795.734482759,171,272,197.0,6261
714,156.8,1948.7862069,96,240,139.0,4704
715,263.166666667,4050.21264368,176,468,249.5,7895
716,106.866666667,1155.84367816,37,188,114.0,3206
717,117.733333333,1552.47816092,70,253,109.5,3532
718,86.8666666667,685.291954023,38,139,83.5,2606
719,139.933333333,838.891954023,90,209,132.5,4198
720,146.7,566.148275862,89,196,146.0,4401
721,140.933333333,4880.89195402,37,311,126.5,4228
722,107.4,2646.93333333,17,168,128.0,1074
723,197.9,1769.26551724,134,271,177.5,5937
724,40.1333333333,79.1540229885,26,63,39.0,1204
725,120.533333333,317.705747126,75,151,118.0,3616
726,52.9333333333,123.857471264,26,80,53.5,1588
727,91.7666666667,1443.28850575,27,172,80.0,2753
728,410.5,839.017241379,354,464,412.0,12315
729,257.8,1406.85517241,192,351,253.5,7734
730,283.233333333,3630.52988506,198,427,268.5,8497
731,1393.5,169085.293103,672,2019,1532.5,41805
732,138.333333333,3144.43678161,71,231,127.5,4150
733,103.066666667,1418.96091954,3,162,101.0,3092
734,156.533333333,1888.67126437,96,245,142.0,4696
735,63.7666666667,160.185057471,39,90,60.5,1913
736,106.166666667,504.41954023,73,151,103.0,3185
737,345.433333333,2426.25402299,266,449,341.0,10363
738,164.766666667,4064.73678161,100,407,145.5,4943
739,89.8947368421,550.321637427,21,134,91.0,1708
740,146.3,14440.0103448,24,515,95.0,4389
741,82.1666666667,621.729885057,29,127,79.0,2465
742,142.727272727,37868.4935065,26,598,55.5,3140
743,85.3,1717.45862069,19,144,98.0,2559
744,116.4,3111.42068966,53,219,88.5,3492
745,60.9090909091,574.277056277,1,91,64.0,1340
746,69.9333333333,255.443678161,38,103,74.5,2098
747,409.966666667,5090.44712644,272,572,392.0,12299
748,133.0,848.206896552,91,206,126.5,3990
749,79.8,1169.47586207,22,134,89.5,2394
750,132.133333333,852.87816092,64,181,133.0,3964
751,84.5769230769,1576.01384615,1,204,87.0,2199
752,109.166666667,11032.8333333,6,491,78.0,3275
753,63.6,123.489655172,46,91,65.0,1908
754,113.7,1294.7,54,196,116.0,3411
755,138.0,3141.72413793,79,290,118.5,4140
756,147.933333333,845.926436782,91,198,151.5,4438
757,166.2,1400.71724138,119,253,149.5,4986
758,61.2,541.682758621,1,89,67.0,1836
759,111.1,882.231034483,60,159,111.5,3333
760,130.4,1108.93793103,77,223,121.0,3912
761,101.2,244.786206897,77,159,98.5,3036
762,136.766666667,1973.28850575,74,256,120.5,4103
763,101.966666667,527.205747126,66,164,102.5,3059
764,75.9666666667,521.412643678,49,132,67.5,2279
765,95.9,662.368965517,52,139,102.5,2877
766,57.6333333333,235.757471264,36,93,53.0,1729
767,65.9,115.05862069,43,85,66.5,1977
768,64.3448275862,717.376847291,1,118,68.0,1866
769,185.566666667,36677.1505747,15,802,109.5,5567
770,59.0666666667,221.305747126,37,95,53.5,1772
771,81.3,693.734482759,44,146,76.5,2439
772,154.666666667,983.954022989,94,230,152.5,4640
773,165.933333333,2583.02988506,101,268,146.5,4978
774,204.233333333,2725.01264368,147,356,183.5,6127
775,322.333333333,2692.50574713,208,421,328.0,9670
776,242.233333333,3159.63333333,170,385,217.5,7267
777,170.3,2960.01034483,59,240,199.0,5109
778,97.0,1362.35714286,9,146,109.0,2813
779,195.266666667,2720.13333333,67,263,216.5,5858
780,111.633333333,129.067816092,89,131,111.5,3349
781,187.633333333,2753.27471264,114,297,169.0,5629
782,45.5,226.120689655,23,83,41.5,1365
783,94.5666666667,390.391954023,49,128,94.0,2837
784,60.8,71.5448275862,46,79,59.5,1824
785,77.5666666667,261.357471264,54,134,75.0,2327
786,67.0,456.0,38,126,63.0,2010
787,101.566666667,477.357471264,63,142,96.5,3047
788,279.966666667,8395.13678161,104,384,330.0,8399
789,104.066666667,5203.92643678,2,216,83.5,3122
790,52.5333333333,130.395402299,32,76,51.5,1576
791,81.2666666667,204.409195402,51,109,85.0,2438
792,178.933333333,1904.89195402,104,261,187.0,5368
793,63.0,802.275862069,31,127,49.5,1890
794,148.541666667,1011.99818841,65,206,144.0,3565
795,98.9,548.506896552,48,136,101.5,2967
796,82.1333333333,1481.22298851,17,164,67.5,2464
797,91.0666666667,964.133333333,27,156,91.0,2732
798,75.7,1431.52758621,21,124,96.5,2271
799,106.5,809.913793103,73,173,98.5,3195
800,204.066666667,2410.06436782,124,284,195.0,6122
801,84.8,748.510344828,42,143,81.0,2544
802,71.1,646.575862069,32,121,74.0,2133
803,157.366666667,6003.8954023,31,245,198.5,4721
804,111.833333333,4112.07471264,60,366,97.0,3355
805,162.466666667,2438.8091954,82,240,182.0,4874
806,518.766666667,21605.6333333,376,876,477.0,15563
807,67.4666666667,195.36091954,51,98,63.5,2024
808,373.5,48351.2931034,169,972,288.5,11205
809,58.3333333333,129.816091954,40,91,57.0,1750
811,56.2666666667,181.926436782,37,87,53.0,1688
812,127.222222222,2960.79487179,31,198,153.0,3435
813,76.9333333333,243.71954023,51,109,75.0,2308
814,220.166666667,587.867816092,166,266,215.5,6605
815,51.7666666667,238.667816092,31,119,50.0,1553
816,304.7,3295.1137931,227,469,293.5,9141
817,114.133333333,464.740229885,58,173,114.5,3424
818,63.5,417.431034483,38,106,55.0,1905
819,51.6333333333,698.998850575,9,91,62.0,1549
820,230.8,1136.57931034,159,297,233.0,6924
821,177.4,2789.90344828,91,286,176.0,5322
822,73.9,259.955172414,47,129,73.0,2217
823,99.3666666667,154.929885057,73,128,98.0,2981
824,98.8,357.475862069,50,139,95.0,2964
825,481.733333333,6085.30574713,334,644,473.5,14452
826,83.0,472.551724138,43,116,84.0,2490
827,53.5666666667,304.874712644,23,79,60.5,1607
828,54.7333333333,182.271264368,34,107,55.0,1642
829,408.133333333,29526.9471264,169,1215,391.5,12244
830,93.9333333333,420.133333333,60,138,92.0,2818
831,223.766666667,1080.32298851,154,277,223.0,6713
832,67.5333333333,123.429885057,37,87,68.0,2026
833,52.9666666667,141.343678161,31,87,53.0,1589
834,100.4,977.765517241,55,176,95.0,3012
835,99.7407407407,643.122507123,2,132,104.0,2693
836,113.066666667,891.512643678,69,173,106.5,3392
837,75.7333333333,423.512643678,41,106,83.0,2272
838,138.2,246.372413793,103,163,140.5,4146
839,92.0333333333,694.516091954,58,160,87.5,2761
840,227.533333333,22825.7057471,95,710,180.5,6826
841,49.1666666667,132.764367816,26,70,48.0,1475
842,45.9,350.575862069,16,94,41.0,1377
843,64.8333333333,136.350574713,44,88,63.0,1945
844,67.3666666667,608.791954023,24,141,64.5,2021
845,66.6666666667,137.126436782,45,101,65.0,2000
846,66.7,377.872413793,41,121,63.5,2001
847,108.433333333,3052.46091954,29,207,80.0,3253
848,109.4,1561.62758621,44,171,124.5,3282
849,94.1333333333,1297.15402299,61,208,81.0,2824
850,281.333333333,33318.4367816,130,886,224.5,8440
851,70.8,263.062068966,48,118,69.5,2124
852,106.4,2165.00689655,50,198,90.5,3192
853,108.4,1561.55862069,66,193,89.0,3252
854,514.4,5961.00689655,345,661,506.0,15432
855,48.9666666667,174.654022989,25,76,47.5,1469
856,52.4666666667,186.809195402,30,80,48.5,1574
857,65.2666666667,626.409195402,32,124,54.5,1958
858,77.1,519.127586207,46,126,73.5,2313
859,99.6666666667,575.195402299,44,159,101.0,2990
860,591.566666667,31722.9436782,291,1302,551.0,17747
861,107.833333333,286.695402299,67,137,112.0,3235
862,177.233333333,660.391954023,141,231,175.5,5317
863,55.9333333333,225.374712644,22,77,58.0,1678
864,541.8,16018.7172414,318,754,564.5,16254
865,258.8,3165.82068966,173,399,244.5,7764
866,246.666666667,23355.816092,23,411,330.0,7400
867,118.8,1014.85517241,52,165,127.5,3564
868,217.6,2812.86896552,104,287,239.5,6528
869,344.033333333,15523.2057471,13,718,305.0,10321
870,232.966666667,604.309195402,187,280,231.0,6989
871,84.4333333333,699.840229885,44,147,76.5,2533
872,148.2,8640.85517241,11,342,169.0,4446
873,138.566666667,1543.01264368,72,210,150.5,4157
874,197.866666667,3624.32643678,75,279,212.5,5936
875,83.5,853.155172414,40,148,90.5,2505
876,208.733333333,7437.78850575,39,341,223.5,6262
877,184.433333333,1054.18505747,106,259,182.5,5533
878,57.8666666667,142.533333333,25,82,60.0,1736
879,80.0666666667,548.96091954,39,134,75.5,2402
880,68.4,297.696551724,32,112,71.0,2052
881,110.733333333,243.71954023,87,145,111.0,3322
882,99.0333333333,352.585057471,54,129,104.0,2971
883,79.5,221.5,48,108,76.5,2385
884,158.066666667,588.271264368,113,190,167.5,4742
885,123.0,1105.03448276,71,188,113.5,3690
886,71.9,364.3,43,128,69.0,2157
887,83.0333333333,2164.86091954,29,193,58.5,2491
888,74.5,690.327586207,35,121,79.5,2235
889,142.6,1119.62758621,89,232,133.5,4278
890,47.7666666667,137.633333333,30,69,49.0,1433
891,640.333333333,34179.5402299,428,1044,615.0,19210
892,182.966666667,1009.06781609,105,240,191.0,5489
893,62.1666666667,300.833333333,39,97,54.5,1865
894,105.933333333,837.443678161,65,174,101.5,3178
895,147.133333333,1629.01609195,76,207,156.5,4414
896,95.3,134.493103448,75,121,95.5,2859
897,354.266666667,12523.8574713,221,618,313.0,10628
898,107.233333333,772.047126437,48,149,112.5,3217
899,124.8,3607.26896552,70,401,112.0,3744
900,739.433333333,48569.9091954,484,1181,649.0,22183
901,125.933333333,483.995402299,87,174,128.0,3778
902,66.9333333333,460.340229885,29,108,71.0,2008
903,54.3,389.665517241,21,81,59.5,1629
904,83.8,1105.40689655,37,144,72.5,2514
905,84.5333333333,309.567816092,52,139,82.0,2536
906,93.5,342.879310345,62,137,94.0,2805
907,88.2666666667,381.512643678,57,123,87.0,2648
908,88.3,239.389655172,58,124,86.0,2649
909,131.266666667,737.71954023,90,199,125.5,3938
910,249.2,1683.82068966,124,342,251.5,7476
911,67.0666666667,169.581609195,49,98,67.5,2012
912,107.8,459.613793103,56,150,106.5,3234
913,108.433333333,2540.52988506,45,225,89.5,3253
914,69.5,711.5,37,165,63.0,2085
915,109.766666667,350.874712644,66,147,110.0,3293
916,280.866666667,1560.32643678,197,399,283.0,8426
917,71.1666666667,245.454022989,38,106,71.0,2135
918,77.3666666667,403.688505747,45,130,77.5,2321
919,54.4333333333,227.012643678,35,93,54.5,1633
920,76.5333333333,708.947126437,32,120,82.0,2296
921,112.833333333,1043.1091954,49,162,116.0,3385
922,85.6333333333,272.033333333,62,119,83.0,2569
923,109.233333333,1205.28850575,62,213,99.0,3277
924,118.633333333,1607.82643678,42,172,132.0,3559
925,72.4827586207,2109.68719212,9,173,77.0,2102
926,91.9,205.265517241,67,122,89.0,2757
927,74.0,672.068965517,27,131,70.0,2220
928,115.6,427.55862069,68,167,115.0,3468
929,60.5333333333,269.912643678,32,94,59.0,1816
930,65.3703703704,313.54985755,3,91,66.0,1765
931,143.866666667,1271.9816092,54,223,149.5,4316
932,59.5,148.879310345,39,91,59.0,1785
933,90.9,2918.92068966,48,363,84.0,2727
934,753.466666667,13354.6712644,519,988,736.5,22604
935,113.766666667,707.564367816,62,157,118.5,3413
936,58.4333333333,715.97816092,25,113,48.5,1753
937,117.3,2502.07931034,64,208,91.5,3519
938,79.5,224.189655172,48,103,82.5,2385
939,101.866666667,1070.53333333,42,146,109.0,3056
940,100.7,253.251724138,57,125,102.0,3021
941,55.1666666667,230.833333333,36,97,53.0,1655
942,59.5,273.913793103,34,110,53.5,1785
943,85.3333333333,794.574712644,50,139,73.0,2560
944,50.3333333333,231.67816092,29,89,46.5,1510
945,69.0333333333,416.37816092,34,134,64.0,2071
946,121.133333333,456.87816092,72,188,121.0,3634
947,73.0333333333,243.826436782,35,101,74.0,2191
948,82.1,221.955172414,51,108,84.0,2463
949,73.0666666667,147.443678161,51,101,70.5,2192
950,151.6,320.179310345,108,185,149.5,4548
951,207.5,2441.98275862,133,315,195.5,6225
952,89.1,454.851724138,50,131,93.5,2673
953,160.366666667,831.343678161,109,238,156.5,4811
954,107.84,641.39,63,169,110.0,2696
955,112.033333333,1000.51609195,78,184,101.5,3361
956,59.0,479.103448276,22,117,58.0,1770
957,215.066666667,2975.9954023,150,330,200.0,6452
958,133.681818182,3442.7034632,1,218,158.0,2941
959,230.033333333,1178.65402299,173,313,226.5,6901
960,80.8,457.131034483,29,116,86.0,2424
961,273.566666667,2369.56436782,176,377,270.0,8207
962,108.366666667,503.136781609,72,165,109.0,3251
963,70.5333333333,1131.70574713,6,131,77.5,2116
964,176.6,6567.48965517,65,388,144.5,5298
965,84.1333333333,194.947126437,58,112,81.5,2524
966,100.533333333,307.912643678,59,127,100.5,3016
967,82.0,262.068965517,57,118,85.0,2460
968,124.966666667,421.412643678,82,158,129.5,3749
969,135.033333333,412.171264368,82,169,135.5,4051
970,107.833333333,1396.48850575,43,152,125.5,3235
971,112.933333333,328.822988506,69,159,110.0,3388
972,175.233333333,611.702298851,138,231,175.0,5257
973,187.433333333,603.150574713,146,241,186.0,5623
974,101.366666667,896.998850575,46,146,106.0,3041
975,104.566666667,519.288505747,61,151,110.0,3137
976,86.9666666667,145.895402299,55,111,89.0,2609
977,96.2666666667,132.96091954,66,116,94.5,2888
978,147.633333333,470.033333333,103,180,154.0,4429
979,120.333333333,363.057471264,88,170,116.5,3610
980,96.1333333333,513.912643678,68,145,90.5,2884
981,89.6,4638.73103448,28,319,65.0,2688
982,108.866666667,740.671264368,67,168,107.0,3266
983,78.7,499.251724138,41,161,80.0,2361
984,95.6333333333,611.688505747,51,156,93.5,2869
985,251.166666667,5110.55747126,108,346,271.0,7535
986,95.5333333333,726.809195402,45,141,99.5,2866
987,66.6,705.834482759,21,105,71.0,1998
988,333.266666667,5528.89195402,194,525,306.0,9998
989,137.166666667,953.247126437,73,179,144.0,4115
990,148.333333333,3799.88505747,74,276,126.5,4450
991,110.133333333,414.671264368,75,153,107.5,3304
992,91.2666666667,1193.5816092,33,136,103.0,2738
993,66.8333333333,189.867816092,35,97,70.0,2005
994,107.7,1701.73448276,56,215,89.5,3231
995,132.0,807.448275862,44,194,137.0,3960
996,66.0333333333,458.929885057,21,133,65.0,1981
997,104.827586207,907.362068966,40,177,107.0,3040
998,174.033333333,2202.79195402,73,289,169.0,5221
999,236.103448276,11715.1674877,52,359,275.0,6847
1000,90.4,859.351724138,45,141,90.5,2712
1001,38.3666666667,320.654022989,16,83,30.5,1151
1002,77.2666666667,1641.02988506,39,212,62.5,2318
1003,55.9333333333,149.305747126,33,80,55.0,1678
1004,120.533333333,486.257471264,77,158,127.0,3616
1005,109.230769231,1517.38461538,5,170,118.0,2840
1006,67.4666666667,368.87816092,35,116,64.5,2024
1007,112.6,355.627586207,82,159,113.0,3378
1008,72.8,312.786206897,44,124,67.5,2184
1009,83.4666666667,1263.15402299,30,169,75.0,2504
1010,52.7666666667,117.357471264,36,78,51.0,1583
1011,105.6,199.489655172,84,144,106.5,3168
1012,150.166666667,2098.21264368,56,210,165.0,4505
1013,130.933333333,1875.09885057,49,196,142.5,3928
1014,63.0333333333,151.343678161,40,98,65.0,1891
1015,95.7333333333,522.133333333,65,191,92.0,2872
1016,61.0666666667,93.6505747126,44,88,60.5,1832
1017,146.566666667,978.254022989,100,210,141.0,4397
1018,428.166666667,14829.7988506,299,716,379.0,12845
1019,124.2,323.268965517,95,161,121.0,3726
1020,59.2,212.924137931,31,84,58.5,1776
1021,125.866666667,379.567816092,94,167,121.5,3776
1022,113.666666667,558.643678161,73,167,113.0,3410
1023,45.8,181.131034483,24,73,40.0,1374
1024,73.5666666667,123.495402299,47,102,74.5,2207
1025,152.6,919.213793103,110,235,152.5,4578
1026,115.9,2694.57586207,71,355,102.5,3477
1027,131.033333333,340.791954023,93,176,127.5,3931
1028,58.9,581.334482759,17,93,62.0,1767
1029,63.3333333333,934.16091954,12,116,73.5,1900
1030,100.566666667,2416.66781609,28,163,124.0,3017
1031,53.2333333333,262.667816092,28,93,50.0,1597
1032,60.6666666667,277.885057471,38,101,57.5,1820
1033,63.6,276.455172414,41,103,60.0,1908
1034,95.1666666667,221.591954023,70,134,96.0,2855
1035,177.2,2396.37241379,119,277,168.5,5316
1036,103.033333333,285.550574713,73,145,99.5,3091
1037,84.0666666667,640.133333333,43,144,78.5,2522
1038,159.633333333,322.033333333,132,201,156.5,4789
1039,318.3,1057.18275862,266,420,314.0,9549
1040,65.8333333333,519.798850575,34,113,58.0,1975
1041,182.333333333,2472.57471264,123,317,172.5,5470
1042,124.633333333,593.136781609,89,180,117.5,3739
1043,178.333333333,1072.36781609,132,257,167.0,5350
1044,77.0,579.862068966,42,119,66.5,2310
1045,129.066666667,761.029885057,95,194,121.0,3872
1046,58.7333333333,87.6505747126,42,73,59.0,1762
1047,77.6666666667,922.781609195,25,135,80.5,2330
1048,54.9333333333,77.3747126437,40,71,54.0,1648
1049,105.733333333,455.443678161,69,146,104.0,3172
1050,59.9333333333,572.616091954,16,120,66.0,1798
1051,66.0666666667,383.512643678,29,111,58.0,1982
1052,291.9,4003.74827586,205,433,272.5,8757
1053,78.0714285714,407.402116402,7,102,82.0,2186
1054,77.7692307692,361.464615385,30,103,82.5,2022
1055,103.566666667,1684.87471264,52,182,94.5,3107
1056,83.9666666667,452.86091954,42,124,83.0,2519
1057,92.5,299.362068966,58,138,92.0,2775
1058,75.8333333333,1364.6954023,22,153,60.0,2275
1059,91.8666666667,184.050574713,56,112,92.0,2756
1060,137.333333333,1678.43678161,47,202,149.5,4120
1061,142.833333333,644.005747126,108,204,135.5,4285
1062,86.5,166.396551724,68,125,84.0,2595
1063,55.5666666667,512.116091954,21,107,50.0,1667
1064,58.6333333333,82.5850574713,37,80,57.5,1759
1065,91.0,357.862068966,44,118,93.0,2730
1066,163.466666667,1178.11954023,97,221,164.5,4904
1067,139.4,5224.45517241,2,238,162.5,4182
1068,61.2333333333,206.529885057,36,94,63.0,1837
1069,153.533333333,1293.22298851,85,217,144.0,4606
1070,58.9333333333,274.340229885,6,99,60.5,1768
1071,286.533333333,36876.6712644,25,516,354.0,8596
1072,374.633333333,43364.5850575,55,742,397.5,11239
1073,65.6,126.868965517,46,91,65.0,1968
1074,126.433333333,2216.11609195,51,267,114.5,3793
1075,67.6666666667,229.264367816,44,100,64.5,2030
1076,109.4,353.696551724,78,158,108.0,3282
1077,55.4,141.765517241,42,88,54.0,1662
1078,66.8620689655,693.408866995,17,119,69.0,1939
1079,67.1666666667,130.41954023,47,92,66.0,2015
1080,52.7666666667,269.840229885,27,99,47.0,1583
1081,74.7333333333,131.236781609,55,106,73.0,2242
1082,77.3333333333,286.505747126,39,111,75.0,2320
1083,101.3,3790.90689655,50,404,91.0,3039
1084,122.666666667,1438.91954023,74,188,107.5,3680
1085,140.166666667,2569.52298851,71,231,121.0,4205
1086,89.3666666667,1884.92988506,52,254,76.5,2681
1087,87.7,1318.76896552,26,162,79.0,2631
1088,90.7666666667,311.633333333,60,138,94.0,2723
1089,51.8666666667,164.533333333,32,85,48.0,1556
1090,360.208333333,12833.3025362,119,472,389.0,8645
1091,73.0666666667,77.7885057471,57,89,74.0,2192
1092,141.933333333,1700.47816092,1,221,139.0,4258
1093,155.47826087,2424.98814229,38,212,176.0,3576
1094,152.5,1727.70689655,96,263,140.0,4575
1095,128.7,656.148275862,92,184,119.5,3861
1096,96.1666666667,529.17816092,47,129,103.5,2885
1097,53.6363636364,389.575757576,30,114,47.5,1180
1098,188.888888889,709.487179487,118,226,197.0,5100
1099,108.866666667,559.843678161,73,174,107.0,3266
1100,70.0333333333,2188.72298851,13,152,46.0,2101
1101,123.5,1474.94827586,78,188,109.0,3705
1102,149.0,1603.65517241,89,248,136.5,4470
1103,40.7857142857,229.582010582,6,69,44.0,1142
1104,294.133333333,11937.291954,132,523,257.0,8824
1105,91.8333333333,426.41954023,42,154,86.0,2755
1106,55.9,844.989655172,13,116,57.5,1677
1107,62.6,1130.24827586,13,127,48.5,1878
